FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M10 - 120mm;TF-120-2L-10 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M10 - 185mm;TF-185-2L-10 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M10 - 35mm;TF-35-2L-10 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M10 - 50mm;TF-50-2L-10 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M10 - 95mm;TF-95-2L-10 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 120mm;TF-120-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 150mm;TF-150-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 185mm;TF-185-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 240mm;TF-240-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 300mm;TF-300-2L - Intelli;un.;75,35;06/01/2026;https://www.dimensional.com.br/terminal-compressao-300mm2-2-comp-2f-13-8mm-flex-tf3002l-intelli/p
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 400mm;TF-400-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 500mm;TF-500-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 70mm;TF-70-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M12 - 95mm;TF-95-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M5 - 10mm;TF-10-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M5 - 16mm;TF-16-2L-5 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M5 - 25mm;TF-25-2L-5 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M6 - 16mm;TF-16-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M6 - 25mm;TF-25-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M6 - 35mm;TF-35-2L-6 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M6 - 50mm;TF-50-2L-6 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M8 - 25mm;TF-25-2L-8 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M8 - 35mm;TF-35-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Compressão Para Condutores Flexíveis - Longo 2 Furos - M8 - 50mm;TF-50-2L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 11,2-12,3 (P) e 12,7-13,3 (G);TPAM-120 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 14,2-14,4 (P) e 14,5-15,1 (G);TPAM-150 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 15,45-17 (P) e 17,3-18,9 (G);TPAM-185 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 20-20,8 (P) e 21,7-22,5 (G);TPAM-300 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 6,7-7,3 (P) e 7,31-8,1 (G);TPAM-50 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal de Pressão Com Efeito Mola - Faixa de Diâmetro (mm) 9-9,7 (P) e 10-10,6 (G);TPAM-70 - Intelli;un.;23,39;06/01/2026;https://www.dimensional.com.br/terminal-pressao-ef-mola-cu-70mm2-tpam70-intelli/p
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M10 - 120mm;TF-120-L-10 - Intelli;un.;21,52;07/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-120-l-10-furo-10-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M10 - 35mm;TF-35-L-10 - Intelli;un.;4,3;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-35-l-10-furo-10-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M10 - 50mm;TF-50-L-10 - Intelli;un.;7,45;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-50-l-10-furo-10-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M10 - 70mm;TF-70-L-10 - Intelli;un.;10,36;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-70-l-10-furo-10-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M10 - 95mm;TF-95-L-10 - Intelli;un.;11,56;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-95-l-10-furo-10-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 120mm;TF-120-L - Intelli;un.;16,05;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 150mm;TF-150-L - Intelli;un.;21,6;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 185mm;TF-185-L - Intelli;un.;25;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 240mm;TF-240-L - Intelli;un.;42,05;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 300mm;TF-300-L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 400mm;TF-400-L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 500mm;TF-500-L - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 50mm;TF-50-L-13 - Intelli;un.;6,82;07/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-50-l-13-furo-13-8mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 70mm; TF-70-L - Intelli;un.;8,6;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M12 - 95mm;TF-95-L - Intelli;un.;10,42;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M5 - 10mm;TF-10-L - Intelli;un.;1,13;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M6 - 10mm;TF-10-L-6 - Intelli;un.;1,23;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-10-l-6-furo-6-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M6 - 16mm;TF-16-L - Intelli;un.;1,79;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M6 - 25mm;TF-25-L - Intelli;un.;2,85;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M6 - 50mm;TF-50-L-6 - Intelli;un.;;;-
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M8 - 16mm;TF-16-L-8 - Intelli;un.;1,94;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-16-l-8-furo-8-5mm-intelli
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M8 - 35mm;TF-35-L - Intelli;un.;3,75;09/12/2025;https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M8 - 50mm;TF-50-L - Intelli;un.;6,74;09/12/2025;"https://www.dimensional.com.br/terminal-compressao-50-00-mm2-2-compressoes-1-furo-cobre-tm50l-intelli/p; https://www.eletrotrafo.com.br/terminal-de-compressao-duas-compressao-10mm-tf-10-l-02010082/p?skuId=2621"
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal Dupla Compressão Para Condutores Flexíveis - Longo - M8 - 70mm;TF-70-L-8 - Intelli;un.;9,91;09/01/2026;https://www.axxesmat.com.br/terminal-de-cobre-para-condutores-flexiveis-tf-70-l-8-furo-8-5mm-intelli
MISCELÂNEA;TERMINAL;1542;Terminal Metalico a Pressao 1 Cabo, Para Cabos de 4 a 10 mm2, Com 2 Furos Para Fixacao;-;un.;22,67;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1591;Terminal Metalico a Pressao Para 1 Cabo de 120 mm2, Com 1 Furo de Fixacao;-;un.;25,37;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1547;Terminal Metalico a Pressao Para 1 Cabo de 150 a 185 mm2, Com 2 Furos Para Fixacao;-;un.;132,97;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;38196;Terminal Metalico a Pressao Para 1 Cabo de 150 mm2, Com 1 Furo de Fixacao;-;un.;25,9;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1543;Terminal Metalico a Pressao Para 1 Cabo de 16 a 25 mm2, Com 2 Furos Para Fixacao;-;un.;27,52;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1585;Terminal Metalico a Pressao Para 1 Cabo de 16 mm2, Com 1 Furo de Fixacao;-;un.;5,33;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1593;Terminal Metalico a Pressao Para 1 Cabo de 185 mm2, Com 1 Furo de Fixacao;-;un.;28,3;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;11838;Terminal Metalico a Pressao Para 1 Cabo de 240 mm2, Com 1 Furo de Fixacao;-;un.;37,35;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1594;Terminal Metalico a Pressao Para 1 Cabo de 25 a 35 mm2, Com 2 Furos Para Fixacao;-;un.;37,75;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1586;Terminal Metalico a Pressao Para 1 Cabo de 25 mm2, Com 1 Furo de Fixacao;-;un.;6,74;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;11839;Terminal Metalico a Pressao Para 1 Cabo de 300 mm2, Com 1 Furo de Fixacao;-;un.;54,34;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1587;Terminal Metalico a Pressao Para 1 Cabo de 35 mm2, Com 1 Furo de Fixacao;-;un.;6,87;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1545;Terminal Metalico a Pressao Para 1 Cabo de 50 a 70 mm2, Com 2 Furos Para Fixacao;-;un.;65,21;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1588;Terminal Metalico a Pressao Para 1 Cabo de 50 mm2, Com 1 Furo de Fixacao;-;un.;9,42;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1535;Terminal Metalico a Pressao Para 1 Cabo de 6 a 10 mm2, Com 1 Furo de Fixacao;-;un.;5,43;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1589;Terminal Metalico a Pressao Para 1 Cabo de 70 mm2, Com 1 Furo de Fixacao;-;un.;9,72;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1546;Terminal Metalico a Pressao Para 1 Cabo de 95 a 120 mm2, Com 2 Furos Para Fixacao;-;un.;110,04;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;1590;Terminal Metalico a Pressao Para 1 Cabo de 95 mm2, Com 1 Furo de Fixacao;-;un.;17,11;dez/24;SINAPI 2024
MISCELÂNEA;TERMINAL;NÃO ENCONTRADO;Terminal P/Borne Bimetálico - Condutor Ca 10mm2 8AWG/MCM - Pino e Barril 25mm - Acompanha Tubo Termocontrátil;TBB-10-25 - Intelli;un.;;;-
