FAMÍLIA;SUB-FAMÍLIA;CODIGO SINAPI;DESCRIÇÃO;FABRICANTE DE REFERÊNCIA;UN.;PREÇO MÉDIO R$;DATA DE ATUALIZAÇÃO;FONTE DO PREÇO MÉDIO
CA BT;CONDULETE;2592;"Condulete de Aluminio Tipo C, Para Eletroduto Roscavel de 4"", Com Tampa Cega";-;un.;233,74;dez/24;SINAPI 2024
CA BT;CONDULETE;2589;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 1 1/2"", Com Tampa Cega";-;un.;31,26;dez/24;SINAPI 2024
CA BT;CONDULETE;2566;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 1 1/4"", Com Tampa Cega";-;un.;23,52;dez/24;SINAPI 2024
CA BT;CONDULETE;2590;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 1"", Com Tampa Cega";-;un.;19,18;dez/24;SINAPI 2024
CA BT;CONDULETE;2591;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 1/2"", Com Tampa Cega";-;un.;11,4;dez/24;SINAPI 2024
CA BT;CONDULETE;2567;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 2"", Com Tampa Cega";-;un.;45,86;dez/24;SINAPI 2024
CA BT;CONDULETE;2568;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 3"", Com Tampa Cega";-;un.;127,35;dez/24;SINAPI 2024
CA BT;CONDULETE;2565;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 3/4"", Com Tampa Cega";-;un.;11,42;dez/24;SINAPI 2024
CA BT;CONDULETE;2594;"Condulete de Aluminio Tipo E, Para Eletroduto Roscavel de 4"", Com Tampa Cega";-;un.;212,16;dez/24;SINAPI 2024
CA BT;CONDULETE;2587;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 1 1/2"", Com Tampa Cega";-;un.;36,16;dez/24;SINAPI 2024
CA BT;CONDULETE;2588;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 1 1/4"", Com Tampa Cega";-;un.;28,72;dez/24;SINAPI 2024
CA BT;CONDULETE;2570;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 1"", Com Tampa Cega";-;un.;18,55;dez/24;SINAPI 2024
CA BT;CONDULETE;2569;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 1/2"", Com Tampa Cega";-;un.;11,07;dez/24;SINAPI 2024
CA BT;CONDULETE;2571;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 2"", Com Tampa Cega";-;un.;55,07;dez/24;SINAPI 2024
CA BT;CONDULETE;2572;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 3"", Com Tampa Cega";-;un.;162,86;dez/24;SINAPI 2024
CA BT;CONDULETE;2593;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 3/4"", Com Tampa Cega";-;un.;11,8;dez/24;SINAPI 2024
CA BT;CONDULETE;2595;"Condulete de Aluminio Tipo LR, Para Eletroduto Roscavel de 4"", Com Tampa Cega";-;un.;254,09;dez/24;SINAPI 2024
CA BT;CONDULETE;2576;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 1 1/2"", Com Tampa Cega";-;un.;43,31;dez/24;SINAPI 2024
CA BT;CONDULETE;2575;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 1 1/4"", Com Tampa Cega";-;un.;32,56;dez/24;SINAPI 2024
CA BT;CONDULETE;2586;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 1"", Com Tampa Cega";-;un.;21,92;dez/24;SINAPI 2024
CA BT;CONDULETE;2573;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 1/2"", Com Tampa Cega";-;un.;13,52;dez/24;SINAPI 2024
CA BT;CONDULETE;2577;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 2"", Com Tampa Cega";-;un.;58,69;dez/24;SINAPI 2024
CA BT;CONDULETE;2578;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 3"", Com Tampa Cega";-;un.;183,25;dez/24;SINAPI 2024
CA BT;CONDULETE;2574;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 3/4"", Com Tampa Cega";-;un.;13,61;dez/24;SINAPI 2024
CA BT;CONDULETE;2585;"Condulete de Aluminio Tipo T, Para Eletroduto Roscavel de 4"", Com Tampa Cega";-;un.;251,46;dez/24;SINAPI 2024
CA BT;CONDULETE;12008;"Condulete de Aluminio Tipo TB, Para Eletroduto Roscavel de 3"", Com Tampa Cega";-;un.;134,92;dez/24;SINAPI 2024
CA BT;CONDULETE;2582;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 1 1/2"", Com Tampa Cega";-;un.;40,18;dez/24;SINAPI 2024
CA BT;CONDULETE;2597;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 1 1/4"", Com Tampa Cega";-;un.;34,43;dez/24;SINAPI 2024
CA BT;CONDULETE;2581;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 1"", Com Tampa Cega";-;un.;20,98;dez/24;SINAPI 2024
CA BT;CONDULETE;2579;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 1/2"", Com Tampa Cega";-;un.;16,39;dez/24;SINAPI 2024
CA BT;CONDULETE;2596;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 2"", Com Tampa Cega";-;un.;62,04;dez/24;SINAPI 2024
CA BT;CONDULETE;2583;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 3"", Com Tampa Cega";-;un.;150,9;dez/24;SINAPI 2024
CA BT;CONDULETE;2580;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 3/4"", Com Tampa Cega";-;un.;17,97;dez/24;SINAPI 2024
CA BT;CONDULETE;2584;"Condulete de Aluminio Tipo X, Para Eletroduto Roscavel de 4"", Com Tampa Cega";-;un.;251,2;dez/24;SINAPI 2024
CA BT;CONDULETE;NÃO ENCONTRADO;"Condulete de PVC 5 Entradas (1/2"", 3/4"" ou 1"")";INFRA ELETROCALHAS - ANDALUZ;un.;7,5;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Condulete de PVC Branco Com Tampa 3 Postos (3/4"" ou 1"")";INFRA ELETROCALHAS - TRAMONTINA;un.;7,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Condulete de PVC Cinza Sem Tampa (1/2"", 3/4"" ou 1"")";INFRA ELETROCALHAS - TRAMONTINA;un.;5,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Condulete de PVC Vermelho Sem Tampa (1/2"", 3/4"" ou 1"")";INFRA ELETROCALHAS - INPOL;un.;7,5;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;39329;"Condulete em PVC, Tipo ""B"", Sem Tampa, de 1""";-;un.;11,6;dez/24;SINAPI 2024
CA BT;CONDULETE;12010;"Condulete em PVC, Tipo ""B"", Sem Tampa, de 1/2"" ou 3/4""";-;un.;11,09;dez/24;SINAPI 2024
CA BT;CONDULETE;39332;"Condulete em PVC, Tipo ""C"", Sem Tampa, de 1""";-;un.;13,64;dez/24;SINAPI 2024
CA BT;CONDULETE;39330;"Condulete em PVC, Tipo ""C"", Sem Tampa, de 1/2""";-;un.;12,21;dez/24;SINAPI 2024
CA BT;CONDULETE;39331;"Condulete em PVC, Tipo ""C"", Sem Tampa, de 3/4""";-;un.;10,86;dez/24;SINAPI 2024
CA BT;CONDULETE;39335;"Condulete em PVC, Tipo ""E"", Sem Tampa, de 1""";-;un.;12,25;dez/24;SINAPI 2024
CA BT;CONDULETE;39333;"Condulete em PVC, Tipo ""E"", Sem Tampa, de 1/2""";-;un.;10,59;dez/24;SINAPI 2024
CA BT;CONDULETE;39334;"Condulete em PVC, Tipo ""E"", Sem Tampa, de 3/4""";-;un.;9,74;dez/24;SINAPI 2024
CA BT;CONDULETE;12015;"Condulete em PVC, Tipo ""LB"", Sem Tampa, de 1""";-;un.;14,23;dez/24;SINAPI 2024
CA BT;CONDULETE;12016;"Condulete em PVC, Tipo ""LB"", Sem Tampa, de 1/2"" ou 3/4""";-;un.;12,22;dez/24;SINAPI 2024
CA BT;CONDULETE;12019;"Condulete em PVC, Tipo ""LL"", Sem Tampa, de 1""";-;un.;14,23;dez/24;SINAPI 2024
CA BT;CONDULETE;12020;"Condulete em PVC, Tipo ""LL"", Sem Tampa, de 1/2"" ou 3/4""";-;un.;12,22;dez/24;SINAPI 2024
CA BT;CONDULETE;39338;"Condulete em PVC, Tipo ""LR"", Sem Tampa, de 1""";-;un.;13,64;dez/24;SINAPI 2024
CA BT;CONDULETE;39336;"Condulete em PVC, Tipo ""LR"", Sem Tampa, de 1/2""";-;un.;12,21;dez/24;SINAPI 2024
CA BT;CONDULETE;39337;"Condulete em PVC, Tipo ""LR"", Sem Tampa, de 3/4""";-;un.;10,86;dez/24;SINAPI 2024
CA BT;CONDULETE;39341;"Condulete em PVC, Tipo ""T"", Sem Tampa, de 1""";-;un.;17,78;dez/24;SINAPI 2024
CA BT;CONDULETE;39340;"Condulete em PVC, Tipo ""T"", Sem Tampa, de 3/4""";-;un.;13,06;dez/24;SINAPI 2024
CA BT;CONDULETE;39342;"Condulete em PVC, Tipo ""TB"", Sem Tampa, de 1""";-;un.;17,78;dez/24;SINAPI 2024
CA BT;CONDULETE;12025;"Condulete em PVC, Tipo ""TB"", Sem Tampa, de 1/2"" ou 3/4""";-;un.;13,48;dez/24;SINAPI 2024
CA BT;CONDULETE;39345;"Condulete em PVC, Tipo ""X"", Sem Tampa, de 1""";-;un.;20,32;dez/24;SINAPI 2024
CA BT;CONDULETE;39343;"Condulete em PVC, Tipo ""X"", Sem Tampa, de 1/2""";-;un.;15,02;dez/24;SINAPI 2024
CA BT;CONDULETE;39344;"Condulete em PVC, Tipo ""X"", Sem Tampa, de 3/4""";-;un.;14,52;dez/24;SINAPI 2024
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 1""";INFRA ELETROCALHAS;un.;3,7;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 1.1/2""";INFRA ELETROCALHAS;un.;8,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 1.1/4""";INFRA ELETROCALHAS;un.;6,4;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 1/2""";INFRA ELETROCALHAS;un.;2,8;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 2""";INFRA ELETROCALHAS;un.;10,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de Alumínio Multiplo - 3/4""";INFRA ELETROCALHAS;un.;2,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Branco Multiplo - 1""";INFRA ELETROCALHAS - TRAMONTINA;un.;2,45;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Branco Multiplo - 3/4""";INFRA ELETROCALHAS - TRAMONTINA;un.;1,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Cinza Multiplo - 1""";INFRA ELETROCALHAS - TRAMONTINA;un.;2,45;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Cinza Multiplo - 1/2""";INFRA ELETROCALHAS - TRAMONTINA;un.;1,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Cinza Multiplo - 3/4""";INFRA ELETROCALHAS - TRAMONTINA;un.;1,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Multiplo - 1""";INFRA ELETROCALHAS - ANDALUZ;un.;1,85;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Multiplo - 1/2""";INFRA ELETROCALHAS - ANDALUZ;un.;0,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Multiplo - 3/4""";INFRA ELETROCALHAS - ANDALUZ;un.;1,4;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Vermelho Multiplo - 1""";INFRA ELETROCALHAS;un.;1,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Conector Condulete de PVC Vermelho Multiplo - 3/4""";INFRA ELETROCALHAS;un.;1,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 1 Interruptor Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 1 Posto Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;6,35;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 1 Posto Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;4,75;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 1 Rj (Registered Jack) Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;8,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 1 Rj (Registered Jack) Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;6,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 1 Rj Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 2 Interruptores Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 2 Posto Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;6,35;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 2 Posto Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;4,75;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 2 Rj (Registered Jack) Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;10,35;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa 2 Rj (Registered Jack) Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;9,65;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 2 Rj Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 3 Interruptores Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa 3 Postos Para Condulete de PVC Cinza;INFRA ELETROCALHAS - TRAMONTINA;un.;3,8;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Cega Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;4,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Cega Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;3,95;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa Cega Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa Cega Para Condulete de PVC Cinza;INFRA ELETROCALHAS - TRAMONTINA;un.;3,8;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa Cega Para Condulete de PVC Vermelho;INFRA ELETROCALHAS;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;39346;Tampa Para Condulete, em PVC, Para 1 Interruptor;-;un.;3,67;dez/24;SINAPI 2024
CA BT;CONDULETE;39350;Tampa Para Condulete, em PVC, Para 1 Modulo Rj;-;un.;3,95;dez/24;SINAPI 2024
CA BT;CONDULETE;39351;Tampa Para Condulete, em PVC, Para 2 Modulos Rj;-;un.;4,57;dez/24;SINAPI 2024
CA BT;CONDULETE;39352;Tampa Para Condulete, em PVC, Para Tomada Hexagonal;-;un.;3,67;dez/24;SINAPI 2024
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa Tomada Hexagonal Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Tomada Padrão Brasileiro Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;6,35;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Tomada Padrão Brasileiro Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;4,75;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Tomada Redonda Para Condulete de Alumínio - 1""";INFRA ELETROCALHAS;un.;6,35;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;"Tampa Tomada Redonda Para Condulete de Alumínio - 3/4""";INFRA ELETROCALHAS;un.;4,75;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tampa Tomada Redonda Para Condulete de PVC;INFRA ELETROCALHAS - ANDALUZ;un.;3,9;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Branca Dupla Para Condulete - 10A;INFRA ELETROCALHAS;un.;22;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Branca Dupla Para Condulete - 20A;INFRA ELETROCALHAS;un.;25;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Branca Simples Para Condulete - 10A;INFRA ELETROCALHAS;un.;8,2;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Branca Simples Para Condulete - 20A;INFRA ELETROCALHAS;un.;9,45;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Preta Dupla Para Condulete - 10A;INFRA ELETROCALHAS;un.;22;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Preta Dupla Para Condulete - 20A;INFRA ELETROCALHAS;un.;25;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Preta Simples Para Condulete - 10A;INFRA ELETROCALHAS;un.;8,2;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Preta Simples Para Condulete - 20A;INFRA ELETROCALHAS;un.;9,45;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Vermelha Dupla Para Condulete - 20A;INFRA ELETROCALHAS;un.;25;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Vermelha Simples Para Condulete - 10A;INFRA ELETROCALHAS;un.;8,2;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONDULETE;NÃO ENCONTRADO;Tomada Vermelha Simples Para Condulete - 20A;INFRA ELETROCALHAS;un.;9,45;09/01/2026;https://www.infraeletrocalhas.com.br/conduletes.asp?produto=Condulete-dailet
CA BT;CONECTOR;2517;"Conector Curvo 90 Graus de Aluminio, Bitola 1 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;25,03;dez/24;SINAPI 2024
CA BT;CONECTOR;2522;"Conector Curvo 90 Graus de Aluminio, Bitola 1 1/4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;16,17;dez/24;SINAPI 2024
CA BT;CONECTOR;2516;"Conector Curvo 90 Graus de Aluminio, Bitola 1"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;12,99;dez/24;SINAPI 2024
CA BT;CONECTOR;2548;"Conector Curvo 90 Graus de Aluminio, Bitola 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;9,95;dez/24;SINAPI 2024
CA BT;CONECTOR;2518;"Conector Curvo 90 Graus de Aluminio, Bitola 2 1/2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;119,13;dez/24;SINAPI 2024
CA BT;CONECTOR;2521;"Conector Curvo 90 Graus de Aluminio, Bitola 2"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;50,71;dez/24;SINAPI 2024
CA BT;CONECTOR;2519;"Conector Curvo 90 Graus de Aluminio, Bitola 3"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;143,65;dez/24;SINAPI 2024
CA BT;CONECTOR;2515;"Conector Curvo 90 Graus de Aluminio, Bitola 3/4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;10,81;dez/24;SINAPI 2024
CA BT;CONECTOR;2520;"Conector Curvo 90 Graus de Aluminio, Bitola 4"", Para Adaptar Entrada de Eletroduto Metalico Flexivel em Quadros";-;un.;264,39;dez/24;SINAPI 2024
CA BT;CONECTOR;NÃO ENCONTRADO;Conector de Alumínio à Compressão - Condutor Principal CA 2 CAA 4-2 AWG | 50-120mm² Derivação CA 6-2 CAA 6-2 AWG | 50-120mm²;CAL-38-38 - Intelli;un.;4,29;21/01/2026;https://www.dimensional.com.br/conector-deriv-2-4awg-cal-cal3838-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;"Conector de Alumínio à Compressão (tipo ""H"") - Condutor Principal CA/CU 1/0-4/0 AWG | 50-120mm² Derivação CA/CU 1/0-3/0 AWG | 50-70mm²";CAH-120-70 - Intelli;un.;11,69;19/01/2026;https://www.dimensional.com.br/conector-deriv-8-9-14-3mm-tph-cah-120a70-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;"Conector de Alumínio à Compressão (tipo ""H"") - Condutor Principal CA/CU 1/0-4/0 AWG | 50-120mm² Derivação CA/CU 1/0-4/0 AWG | 50-120mm²";CAH-120-120 - Intelli;un.;11,99;19/01/2026;https://www.dimensional.com.br/conector-derivacao-50-a-120-mm2-cah-2194-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;"Conector de Alumínio à Compressão (tipo ""H"") - Condutor Principal CA/CU 3-2/0 AWG | 25-70mm² Derivação CA/CU 6-1 AWG | 16-35mm²";CAH-70-35 - Intelli;un.;7,19;21/01/2026;https://www.dimensional.com.br/conector-deriv-25-70mm2-cah-cah7035-intelli/p
CA BT;CONECTOR;NÃO ENCONTRADO;"Conector de Alumínio à Compressão (tipo ""H"") - Condutor Principal CA/CU 4/0-500 AWG | 120-240mm² Derivação CA/CU 4/0-500 AWG | 120-240mm²";CAH-240-240 - Intelli;un.;19,79;19/01/2026;https://www.intelli.com.br/produtos/conectores/conectores-compressao/conector-cah
CA BT;CONECTOR;NÃO ENCONTRADO;"Conector de Alumínio à Compressão (tipo ""H"") - Condutor Principal CA/CU 6-1 AWG | 16-35mm² Derivação CA/CU 6-1 AWG | 16-35mm²";CAH-35-35 - Intelli;un.;5,89;21/01/2026;https://www.dimensional.com.br/conector-compressao-4-5-8-3mm-cah-cah35a35-intelli/p
CA BT;CONECTOR;1602;"Conector de Aluminio Tipo Prensa Cabo, Bitola 1 1/2"", Para Cabos de Diametro de 37 a 40 mm";-;un.;48,71;dez/24;SINAPI 2024
CA BT;CONECTOR;1601;"Conector de Aluminio Tipo Prensa Cabo, Bitola 1 1/4"", Para Cabos de Diametro de 31 a 34 mm";-;un.;43,41;dez/24;SINAPI 2024
CA BT;CONECTOR;1600;"Conector de Aluminio Tipo Prensa Cabo, Bitola 1"", Para Cabos de Diametro de 22,5 a 25 mm";-;un.;18,96;dez/24;SINAPI 2024
CA BT;CONECTOR;1598;"Conector de Aluminio Tipo Prensa Cabo, Bitola 1/2"", Para Cabos de Diametro de 12,5 a 15 mm";-;un.;12,85;dez/24;SINAPI 2024
